id,img,gt,fold,label
27,ct_2d/BCIHM_049_027.npy,mask_2d/BCIHM_049_027_seg.npy,0,0.0
28,ct_2d/BCIHM_049_028.npy,mask_2d/BCIHM_049_028_seg.npy,0,0.0
29,ct_2d/BCIHM_049_029.npy,mask_2d/BCIHM_049_029_seg.npy,1,0.0
30,ct_2d/BCIHM_049_030.npy,mask_2d/BCIHM_049_030_seg.npy,3,0.0
31,ct_2d/BCIHM_049_031.npy,mask_2d/BCIHM_049_031_seg.npy,3,0.0
32,ct_2d/BCIHM_049_032.npy,mask_2d/BCIHM_049_032_seg.npy,3,0.0
33,ct_2d/BCIHM_049_033.npy,mask_2d/BCIHM_049_033_seg.npy,1,0.0
34,ct_2d/BCIHM_049_034.npy,mask_2d/BCIHM_049_034_seg.npy,2,0.0
35,ct_2d/BCIHM_049_035.npy,mask_2d/BCIHM_049_035_seg.npy,2,0.0
36,ct_2d/BCIHM_049_036.npy,mask_2d/BCIHM_049_036_seg.npy,3,0.0
37,ct_2d/BCIHM_049_037.npy,mask_2d/BCIHM_049_037_seg.npy,4,0.0
38,ct_2d/BCIHM_049_038.npy,mask_2d/BCIHM_049_038_seg.npy,0,0.0
39,ct_2d/BCIHM_050_000.npy,mask_2d/BCIHM_050_000_seg.npy,4,0.0
40,ct_2d/BCIHM_050_001.npy,mask_2d/BCIHM_050_001_seg.npy,0,0.0
41,ct_2d/BCIHM_050_002.npy,mask_2d/BCIHM_050_002_seg.npy,2,0.0
42,ct_2d/BCIHM_050_003.npy,mask_2d/BCIHM_050_003_seg.npy,1,0.0
43,ct_2d/BCIHM_050_004.npy,mask_2d/BCIHM_050_004_seg.npy,2,0.0
44,ct_2d/BCIHM_050_005.npy,mask_2d/BCIHM_050_005_seg.npy,0,0.0
45,ct_2d/BCIHM_050_006.npy,mask_2d/BCIHM_050_006_seg.npy,2,0.0
46,ct_2d/BCIHM_050_007.npy,mask_2d/BCIHM_050_007_seg.npy,1,0.0
47,ct_2d/BCIHM_050_008.npy,mask_2d/BCIHM_050_008_seg.npy,2,0.0
48,ct_2d/BCIHM_050_009.npy,mask_2d/BCIHM_050_009_seg.npy,2,0.0
49,ct_2d/BCIHM_050_010.npy,mask_2d/BCIHM_050_010_seg.npy,3,0.0
50,ct_2d/BCIHM_050_011.npy,mask_2d/BCIHM_050_011_seg.npy,4,0.0
51,ct_2d/BCIHM_050_012.npy,mask_2d/BCIHM_050_012_seg.npy,0,0.0
52,ct_2d/BCIHM_050_013.npy,mask_2d/BCIHM_050_013_seg.npy,0,0.0
53,ct_2d/BCIHM_050_014.npy,mask_2d/BCIHM_050_014_seg.npy,3,809.0
54,ct_2d/BCIHM_050_015.npy,mask_2d/BCIHM_050_015_seg.npy,0,488.0
55,ct_2d/BCIHM_050_016.npy,mask_2d/BCIHM_050_016_seg.npy,1,1336.0
56,ct_2d/BCIHM_050_017.npy,mask_2d/BCIHM_050_017_seg.npy,0,1004.0
57,ct_2d/BCIHM_050_018.npy,mask_2d/BCIHM_050_018_seg.npy,0,405.0
58,ct_2d/BCIHM_050_019.npy,mask_2d/BCIHM_050_019_seg.npy,2,575.0
59,ct_2d/BCIHM_050_020.npy,mask_2d/BCIHM_050_020_seg.npy,1,982.0
60,ct_2d/BCIHM_050_021.npy,mask_2d/BCIHM_050_021_seg.npy,0,456.0
61,ct_2d/BCIHM_050_022.npy,mask_2d/BCIHM_050_022_seg.npy,2,183.0
62,ct_2d/BCIHM_050_023.npy,mask_2d/BCIHM_050_023_seg.npy,1,494.0
63,ct_2d/BCIHM_050_024.npy,mask_2d/BCIHM_050_024_seg.npy,2,225.0
64,ct_2d/BCIHM_050_025.npy,mask_2d/BCIHM_050_025_seg.npy,1,116.0
65,ct_2d/BCIHM_050_026.npy,mask_2d/BCIHM_050_026_seg.npy,2,0.0
66,ct_2d/BCIHM_050_027.npy,mask_2d/BCIHM_050_027_seg.npy,0,0.0
67,ct_2d/BCIHM_050_028.npy,mask_2d/BCIHM_050_028_seg.npy,3,0.0
68,ct_2d/BCIHM_050_029.npy,mask_2d/BCIHM_050_029_seg.npy,2,0.0
69,ct_2d/BCIHM_050_030.npy,mask_2d/BCIHM_050_030_seg.npy,4,0.0
70,ct_2d/BCIHM_050_031.npy,mask_2d/BCIHM_050_031_seg.npy,4,0.0
71,ct_2d/BCIHM_051_000.npy,mask_2d/BCIHM_051_000_seg.npy,0,0.0
72,ct_2d/BCIHM_051_001.npy,mask_2d/BCIHM_051_001_seg.npy,4,0.0
73,ct_2d/BCIHM_051_002.npy,mask_2d/BCIHM_051_002_seg.npy,2,0.0
74,ct_2d/BCIHM_051_003.npy,mask_2d/BCIHM_051_003_seg.npy,2,0.0
75,ct_2d/BCIHM_051_004.npy,mask_2d/BCIHM_051_004_seg.npy,4,0.0
76,ct_2d/BCIHM_051_005.npy,mask_2d/BCIHM_051_005_seg.npy,2,0.0
77,ct_2d/BCIHM_051_006.npy,mask_2d/BCIHM_051_006_seg.npy,1,0.0
78,ct_2d/BCIHM_051_007.npy,mask_2d/BCIHM_051_007_seg.npy,0,0.0
79,ct_2d/BCIHM_051_008.npy,mask_2d/BCIHM_051_008_seg.npy,3,0.0
80,ct_2d/BCIHM_051_009.npy,mask_2d/BCIHM_051_009_seg.npy,4,0.0
81,ct_2d/BCIHM_051_010.npy,mask_2d/BCIHM_051_010_seg.npy,0,0.0
82,ct_2d/BCIHM_051_011.npy,mask_2d/BCIHM_051_011_seg.npy,2,0.0
83,ct_2d/BCIHM_051_012.npy,mask_2d/BCIHM_051_012_seg.npy,2,0.0
84,ct_2d/BCIHM_051_013.npy,mask_2d/BCIHM_051_013_seg.npy,1,0.0
85,ct_2d/BCIHM_051_014.npy,mask_2d/BCIHM_051_014_seg.npy,3,0.0
86,ct_2d/BCIHM_051_015.npy,mask_2d/BCIHM_051_015_seg.npy,2,0.0
87,ct_2d/BCIHM_051_016.npy,mask_2d/BCIHM_051_016_seg.npy,0,0.0
88,ct_2d/BCIHM_051_017.npy,mask_2d/BCIHM_051_017_seg.npy,2,0.0
89,ct_2d/BCIHM_051_018.npy,mask_2d/BCIHM_051_018_seg.npy,3,0.0
90,ct_2d/BCIHM_051_019.npy,mask_2d/BCIHM_051_019_seg.npy,0,0.0
91,ct_2d/BCIHM_051_020.npy,mask_2d/BCIHM_051_020_seg.npy,1,0.0
92,ct_2d/BCIHM_051_021.npy,mask_2d/BCIHM_051_021_seg.npy,3,0.0
93,ct_2d/BCIHM_051_022.npy,mask_2d/BCIHM_051_022_seg.npy,0,840.0
94,ct_2d/BCIHM_051_023.npy,mask_2d/BCIHM_051_023_seg.npy,0,905.0
95,ct_2d/BCIHM_051_024.npy,mask_2d/BCIHM_051_024_seg.npy,1,1851.0
96,ct_2d/BCIHM_051_025.npy,mask_2d/BCIHM_051_025_seg.npy,0,2129.0
97,ct_2d/BCIHM_051_026.npy,mask_2d/BCIHM_051_026_seg.npy,2,2896.0
98,ct_2d/BCIHM_051_027.npy,mask_2d/BCIHM_051_027_seg.npy,0,3375.0
99,ct_2d/BCIHM_051_028.npy,mask_2d/BCIHM_051_028_seg.npy,4,3178.0
100,ct_2d/BCIHM_051_029.npy,mask_2d/BCIHM_051_029_seg.npy,2,2645.0
101,ct_2d/BCIHM_051_030.npy,mask_2d/BCIHM_051_030_seg.npy,0,2824.0
102,ct_2d/BCIHM_051_031.npy,mask_2d/BCIHM_051_031_seg.npy,3,1880.0
103,ct_2d/BCIHM_051_032.npy,mask_2d/BCIHM_051_032_seg.npy,2,2441.0
104,ct_2d/BCIHM_051_033.npy,mask_2d/BCIHM_051_033_seg.npy,2,2106.0
105,ct_2d/BCIHM_051_034.npy,mask_2d/BCIHM_051_034_seg.npy,3,1875.0
106,ct_2d/BCIHM_051_035.npy,mask_2d/BCIHM_051_035_seg.npy,3,1480.0
107,ct_2d/BCIHM_051_036.npy,mask_2d/BCIHM_051_036_seg.npy,0,1362.0
108,ct_2d/BCIHM_051_037.npy,mask_2d/BCIHM_051_037_seg.npy,1,336.0
109,ct_2d/BCIHM_051_038.npy,mask_2d/BCIHM_051_038_seg.npy,2,1117.0
110,ct_2d/BCIHM_051_039.npy,mask_2d/BCIHM_051_039_seg.npy,3,2241.0
111,ct_2d/BCIHM_051_040.npy,mask_2d/BCIHM_051_040_seg.npy,3,3186.0
112,ct_2d/BCIHM_051_041.npy,mask_2d/BCIHM_051_041_seg.npy,4,0.0
113,ct_2d/BCIHM_051_042.npy,mask_2d/BCIHM_051_042_seg.npy,0,0.0
114,ct_2d/BCIHM_051_043.npy,mask_2d/BCIHM_051_043_seg.npy,4,0.0
115,ct_2d/BCIHM_051_044.npy,mask_2d/BCIHM_051_044_seg.npy,4,0.0
116,ct_2d/BCIHM_051_045.npy,mask_2d/BCIHM_051_045_seg.npy,4,0.0
117,ct_2d/BCIHM_052_000.npy,mask_2d/BCIHM_052_000_seg.npy,1,0.0
118,ct_2d/BCIHM_052_001.npy,mask_2d/BCIHM_052_001_seg.npy,2,0.0
119,ct_2d/BCIHM_052_002.npy,mask_2d/BCIHM_052_002_seg.npy,0,0.0
120,ct_2d/BCIHM_052_003.npy,mask_2d/BCIHM_052_003_seg.npy,2,0.0
121,ct_2d/BCIHM_052_004.npy,mask_2d/BCIHM_052_004_seg.npy,2,0.0
122,ct_2d/BCIHM_052_005.npy,mask_2d/BCIHM_052_005_seg.npy,2,0.0
123,ct_2d/BCIHM_052_006.npy,mask_2d/BCIHM_052_006_seg.npy,0,0.0
124,ct_2d/BCIHM_052_007.npy,mask_2d/BCIHM_052_007_seg.npy,3,0.0
125,ct_2d/BCIHM_052_008.npy,mask_2d/BCIHM_052_008_seg.npy,0,0.0
126,ct_2d/BCIHM_052_009.npy,mask_2d/BCIHM_052_009_seg.npy,4,0.0
127,ct_2d/BCIHM_052_010.npy,mask_2d/BCIHM_052_010_seg.npy,3,184.0
128,ct_2d/BCIHM_052_011.npy,mask_2d/BCIHM_052_011_seg.npy,4,625.0
129,ct_2d/BCIHM_052_012.npy,mask_2d/BCIHM_052_012_seg.npy,0,481.0
130,ct_2d/BCIHM_052_013.npy,mask_2d/BCIHM_052_013_seg.npy,2,842.0
131,ct_2d/BCIHM_052_014.npy,mask_2d/BCIHM_052_014_seg.npy,1,1208.0
132,ct_2d/BCIHM_052_015.npy,mask_2d/BCIHM_052_015_seg.npy,0,1216.0
133,ct_2d/BCIHM_052_016.npy,mask_2d/BCIHM_052_016_seg.npy,0,1094.0
134,ct_2d/BCIHM_052_017.npy,mask_2d/BCIHM_052_017_seg.npy,4,777.0
135,ct_2d/BCIHM_052_018.npy,mask_2d/BCIHM_052_018_seg.npy,2,311.0
136,ct_2d/BCIHM_052_019.npy,mask_2d/BCIHM_052_019_seg.npy,0,0.0
137,ct_2d/BCIHM_052_020.npy,mask_2d/BCIHM_052_020_seg.npy,4,0.0
138,ct_2d/BCIHM_052_021.npy,mask_2d/BCIHM_052_021_seg.npy,0,0.0
139,ct_2d/BCIHM_052_022.npy,mask_2d/BCIHM_052_022_seg.npy,4,0.0
140,ct_2d/BCIHM_052_023.npy,mask_2d/BCIHM_052_023_seg.npy,3,0.0
141,ct_2d/BCIHM_052_024.npy,mask_2d/BCIHM_052_024_seg.npy,3,0.0
142,ct_2d/BCIHM_052_025.npy,mask_2d/BCIHM_052_025_seg.npy,4,0.0
143,ct_2d/BCIHM_052_026.npy,mask_2d/BCIHM_052_026_seg.npy,2,0.0
144,ct_2d/BCIHM_052_027.npy,mask_2d/BCIHM_052_027_seg.npy,1,0.0
145,ct_2d/BCIHM_052_028.npy,mask_2d/BCIHM_052_028_seg.npy,4,0.0
146,ct_2d/BCIHM_052_029.npy,mask_2d/BCIHM_052_029_seg.npy,4,0.0
147,ct_2d/BCIHM_052_030.npy,mask_2d/BCIHM_052_030_seg.npy,4,0.0
148,ct_2d/BCIHM_052_031.npy,mask_2d/BCIHM_052_031_seg.npy,2,0.0
149,ct_2d/BCIHM_052_032.npy,mask_2d/BCIHM_052_032_seg.npy,0,0.0
150,ct_2d/BCIHM_052_033.npy,mask_2d/BCIHM_052_033_seg.npy,2,0.0
151,ct_2d/BCIHM_052_034.npy,mask_2d/BCIHM_052_034_seg.npy,2,0.0
152,ct_2d/BCIHM_053_000.npy,mask_2d/BCIHM_053_000_seg.npy,4,0.0
153,ct_2d/BCIHM_053_001.npy,mask_2d/BCIHM_053_001_seg.npy,3,0.0
154,ct_2d/BCIHM_053_002.npy,mask_2d/BCIHM_053_002_seg.npy,0,0.0
155,ct_2d/BCIHM_053_003.npy,mask_2d/BCIHM_053_003_seg.npy,3,0.0
156,ct_2d/BCIHM_053_004.npy,mask_2d/BCIHM_053_004_seg.npy,2,0.0
157,ct_2d/BCIHM_053_005.npy,mask_2d/BCIHM_053_005_seg.npy,3,0.0
158,ct_2d/BCIHM_053_006.npy,mask_2d/BCIHM_053_006_seg.npy,0,0.0
159,ct_2d/BCIHM_053_007.npy,mask_2d/BCIHM_053_007_seg.npy,1,0.0
160,ct_2d/BCIHM_053_008.npy,mask_2d/BCIHM_053_008_seg.npy,0,0.0
161,ct_2d/BCIHM_053_009.npy,mask_2d/BCIHM_053_009_seg.npy,2,0.0
162,ct_2d/BCIHM_053_010.npy,mask_2d/BCIHM_053_010_seg.npy,0,0.0
163,ct_2d/BCIHM_053_011.npy,mask_2d/BCIHM_053_011_seg.npy,1,0.0
164,ct_2d/BCIHM_053_012.npy,mask_2d/BCIHM_053_012_seg.npy,4,0.0
165,ct_2d/BCIHM_053_013.npy,mask_2d/BCIHM_053_013_seg.npy,3,0.0
166,ct_2d/BCIHM_053_014.npy,mask_2d/BCIHM_053_014_seg.npy,3,0.0
167,ct_2d/BCIHM_053_015.npy,mask_2d/BCIHM_053_015_seg.npy,1,0.0
168,ct_2d/BCIHM_053_016.npy,mask_2d/BCIHM_053_016_seg.npy,0,0.0
169,ct_2d/BCIHM_053_017.npy,mask_2d/BCIHM_053_017_seg.npy,0,126.0
170,ct_2d/BCIHM_053_018.npy,mask_2d/BCIHM_053_018_seg.npy,0,661.0
171,ct_2d/BCIHM_053_019.npy,mask_2d/BCIHM_053_019_seg.npy,2,112.0
172,ct_2d/BCIHM_053_020.npy,mask_2d/BCIHM_053_020_seg.npy,4,0.0
173,ct_2d/BCIHM_053_021.npy,mask_2d/BCIHM_053_021_seg.npy,3,507.0
174,ct_2d/BCIHM_053_022.npy,mask_2d/BCIHM_053_022_seg.npy,1,1868.0
175,ct_2d/BCIHM_053_023.npy,mask_2d/BCIHM_053_023_seg.npy,4,1443.0
176,ct_2d/BCIHM_053_024.npy,mask_2d/BCIHM_053_024_seg.npy,2,965.0
177,ct_2d/BCIHM_053_025.npy,mask_2d/BCIHM_053_025_seg.npy,0,649.0
178,ct_2d/BCIHM_053_026.npy,mask_2d/BCIHM_053_026_seg.npy,4,375.0
179,ct_2d/BCIHM_053_027.npy,mask_2d/BCIHM_053_027_seg.npy,2,139.0
180,ct_2d/BCIHM_053_028.npy,mask_2d/BCIHM_053_028_seg.npy,3,0.0
181,ct_2d/BCIHM_053_029.npy,mask_2d/BCIHM_053_029_seg.npy,3,0.0
182,ct_2d/BCIHM_053_030.npy,mask_2d/BCIHM_053_030_seg.npy,0,0.0
183,ct_2d/BCIHM_053_031.npy,mask_2d/BCIHM_053_031_seg.npy,1,0.0
184,ct_2d/BCIHM_053_032.npy,mask_2d/BCIHM_053_032_seg.npy,3,0.0
185,ct_2d/BCIHM_053_033.npy,mask_2d/BCIHM_053_033_seg.npy,4,0.0
186,ct_2d/BCIHM_053_034.npy,mask_2d/BCIHM_053_034_seg.npy,1,0.0
187,ct_2d/BCIHM_054_000.npy,mask_2d/BCIHM_054_000_seg.npy,0,0.0
188,ct_2d/BCIHM_054_001.npy,mask_2d/BCIHM_054_001_seg.npy,4,0.0
189,ct_2d/BCIHM_054_002.npy,mask_2d/BCIHM_054_002_seg.npy,3,0.0
190,ct_2d/BCIHM_054_003.npy,mask_2d/BCIHM_054_003_seg.npy,3,0.0
191,ct_2d/BCIHM_054_004.npy,mask_2d/BCIHM_054_004_seg.npy,1,0.0
192,ct_2d/BCIHM_054_005.npy,mask_2d/BCIHM_054_005_seg.npy,2,0.0
193,ct_2d/BCIHM_054_006.npy,mask_2d/BCIHM_054_006_seg.npy,3,0.0
194,ct_2d/BCIHM_054_007.npy,mask_2d/BCIHM_054_007_seg.npy,4,0.0
195,ct_2d/BCIHM_054_008.npy,mask_2d/BCIHM_054_008_seg.npy,3,0.0
196,ct_2d/BCIHM_054_009.npy,mask_2d/BCIHM_054_009_seg.npy,2,0.0
197,ct_2d/BCIHM_054_010.npy,mask_2d/BCIHM_054_010_seg.npy,0,0.0
198,ct_2d/BCIHM_054_011.npy,mask_2d/BCIHM_054_011_seg.npy,0,0.0
199,ct_2d/BCIHM_054_012.npy,mask_2d/BCIHM_054_012_seg.npy,4,0.0
200,ct_2d/BCIHM_054_013.npy,mask_2d/BCIHM_054_013_seg.npy,2,0.0
201,ct_2d/BCIHM_054_014.npy,mask_2d/BCIHM_054_014_seg.npy,0,0.0
202,ct_2d/BCIHM_054_015.npy,mask_2d/BCIHM_054_015_seg.npy,2,0.0
203,ct_2d/BCIHM_054_016.npy,mask_2d/BCIHM_054_016_seg.npy,0,0.0
204,ct_2d/BCIHM_054_017.npy,mask_2d/BCIHM_054_017_seg.npy,2,0.0
205,ct_2d/BCIHM_054_018.npy,mask_2d/BCIHM_054_018_seg.npy,4,0.0
206,ct_2d/BCIHM_054_019.npy,mask_2d/BCIHM_054_019_seg.npy,2,0.0
207,ct_2d/BCIHM_054_020.npy,mask_2d/BCIHM_054_020_seg.npy,4,0.0
208,ct_2d/BCIHM_054_021.npy,mask_2d/BCIHM_054_021_seg.npy,0,0.0
209,ct_2d/BCIHM_054_022.npy,mask_2d/BCIHM_054_022_seg.npy,3,0.0
210,ct_2d/BCIHM_054_023.npy,mask_2d/BCIHM_054_023_seg.npy,1,0.0
211,ct_2d/BCIHM_054_024.npy,mask_2d/BCIHM_054_024_seg.npy,3,0.0
212,ct_2d/BCIHM_054_025.npy,mask_2d/BCIHM_054_025_seg.npy,2,0.0
213,ct_2d/BCIHM_054_026.npy,mask_2d/BCIHM_054_026_seg.npy,1,0.0
214,ct_2d/BCIHM_054_027.npy,mask_2d/BCIHM_054_027_seg.npy,1,0.0
215,ct_2d/BCIHM_054_028.npy,mask_2d/BCIHM_054_028_seg.npy,4,0.0
216,ct_2d/BCIHM_054_029.npy,mask_2d/BCIHM_054_029_seg.npy,3,0.0
217,ct_2d/BCIHM_054_030.npy,mask_2d/BCIHM_054_030_seg.npy,2,0.0
218,ct_2d/BCIHM_054_031.npy,mask_2d/BCIHM_054_031_seg.npy,0,0.0
219,ct_2d/BCIHM_054_032.npy,mask_2d/BCIHM_054_032_seg.npy,1,0.0
220,ct_2d/BCIHM_055_000.npy,mask_2d/BCIHM_055_000_seg.npy,0,0.0
221,ct_2d/BCIHM_055_001.npy,mask_2d/BCIHM_055_001_seg.npy,2,0.0
222,ct_2d/BCIHM_055_002.npy,mask_2d/BCIHM_055_002_seg.npy,4,0.0
223,ct_2d/BCIHM_055_003.npy,mask_2d/BCIHM_055_003_seg.npy,2,0.0
224,ct_2d/BCIHM_055_004.npy,mask_2d/BCIHM_055_004_seg.npy,4,0.0
225,ct_2d/BCIHM_055_005.npy,mask_2d/BCIHM_055_005_seg.npy,2,0.0
226,ct_2d/BCIHM_055_006.npy,mask_2d/BCIHM_055_006_seg.npy,4,0.0
227,ct_2d/BCIHM_055_007.npy,mask_2d/BCIHM_055_007_seg.npy,4,0.0
228,ct_2d/BCIHM_055_008.npy,mask_2d/BCIHM_055_008_seg.npy,3,0.0
229,ct_2d/BCIHM_055_009.npy,mask_2d/BCIHM_055_009_seg.npy,4,0.0
230,ct_2d/BCIHM_055_010.npy,mask_2d/BCIHM_055_010_seg.npy,0,0.0
231,ct_2d/BCIHM_055_011.npy,mask_2d/BCIHM_055_011_seg.npy,3,0.0
232,ct_2d/BCIHM_055_012.npy,mask_2d/BCIHM_055_012_seg.npy,2,0.0
233,ct_2d/BCIHM_055_013.npy,mask_2d/BCIHM_055_013_seg.npy,3,0.0
234,ct_2d/BCIHM_055_014.npy,mask_2d/BCIHM_055_014_seg.npy,0,0.0
235,ct_2d/BCIHM_055_015.npy,mask_2d/BCIHM_055_015_seg.npy,0,0.0
236,ct_2d/BCIHM_055_016.npy,mask_2d/BCIHM_055_016_seg.npy,3,0.0
237,ct_2d/BCIHM_055_017.npy,mask_2d/BCIHM_055_017_seg.npy,2,0.0
238,ct_2d/BCIHM_055_018.npy,mask_2d/BCIHM_055_018_seg.npy,0,0.0
239,ct_2d/BCIHM_055_019.npy,mask_2d/BCIHM_055_019_seg.npy,1,0.0
240,ct_2d/BCIHM_055_020.npy,mask_2d/BCIHM_055_020_seg.npy,3,0.0
241,ct_2d/BCIHM_055_021.npy,mask_2d/BCIHM_055_021_seg.npy,2,0.0
242,ct_2d/BCIHM_055_022.npy,mask_2d/BCIHM_055_022_seg.npy,3,0.0
243,ct_2d/BCIHM_055_023.npy,mask_2d/BCIHM_055_023_seg.npy,0,0.0
244,ct_2d/BCIHM_055_024.npy,mask_2d/BCIHM_055_024_seg.npy,0,0.0
245,ct_2d/BCIHM_055_025.npy,mask_2d/BCIHM_055_025_seg.npy,4,0.0
246,ct_2d/BCIHM_055_026.npy,mask_2d/BCIHM_055_026_seg.npy,1,0.0
247,ct_2d/BCIHM_055_027.npy,mask_2d/BCIHM_055_027_seg.npy,3,0.0
248,ct_2d/BCIHM_055_028.npy,mask_2d/BCIHM_055_028_seg.npy,0,0.0
249,ct_2d/BCIHM_055_029.npy,mask_2d/BCIHM_055_029_seg.npy,0,0.0
250,ct_2d/BCIHM_055_030.npy,mask_2d/BCIHM_055_030_seg.npy,1,0.0
251,ct_2d/BCIHM_055_031.npy,mask_2d/BCIHM_055_031_seg.npy,2,0.0
252,ct_2d/BCIHM_055_032.npy,mask_2d/BCIHM_055_032_seg.npy,1,0.0
253,ct_2d/BCIHM_055_033.npy,mask_2d/BCIHM_055_033_seg.npy,3,0.0
254,ct_2d/BCIHM_055_034.npy,mask_2d/BCIHM_055_034_seg.npy,3,0.0
255,ct_2d/BCIHM_055_035.npy,mask_2d/BCIHM_055_035_seg.npy,1,0.0
256,ct_2d/BCIHM_055_036.npy,mask_2d/BCIHM_055_036_seg.npy,3,0.0
257,ct_2d/BCIHM_055_037.npy,mask_2d/BCIHM_055_037_seg.npy,0,0.0
258,ct_2d/BCIHM_055_038.npy,mask_2d/BCIHM_055_038_seg.npy,2,0.0
259,ct_2d/BCIHM_055_039.npy,mask_2d/BCIHM_055_039_seg.npy,1,0.0
260,ct_2d/BCIHM_055_040.npy,mask_2d/BCIHM_055_040_seg.npy,3,0.0
261,ct_2d/BCIHM_055_041.npy,mask_2d/BCIHM_055_041_seg.npy,4,0.0
262,ct_2d/BCIHM_055_042.npy,mask_2d/BCIHM_055_042_seg.npy,2,0.0
263,ct_2d/BCIHM_055_043.npy,mask_2d/BCIHM_055_043_seg.npy,1,0.0
264,ct_2d/BCIHM_055_044.npy,mask_2d/BCIHM_055_044_seg.npy,0,0.0
265,ct_2d/BCIHM_055_045.npy,mask_2d/BCIHM_055_045_seg.npy,3,0.0
266,ct_2d/BCIHM_055_046.npy,mask_2d/BCIHM_055_046_seg.npy,3,0.0
267,ct_2d/BCIHM_055_047.npy,mask_2d/BCIHM_055_047_seg.npy,4,0.0
268,ct_2d/BCIHM_055_048.npy,mask_2d/BCIHM_055_048_seg.npy,4,0.0
269,ct_2d/BCIHM_055_049.npy,mask_2d/BCIHM_055_049_seg.npy,0,0.0
270,ct_2d/BCIHM_055_050.npy,mask_2d/BCIHM_055_050_seg.npy,2,0.0
271,ct_2d/BCIHM_055_051.npy,mask_2d/BCIHM_055_051_seg.npy,0,0.0
272,ct_2d/BCIHM_055_052.npy,mask_2d/BCIHM_055_052_seg.npy,4,0.0
273,ct_2d/BCIHM_055_053.npy,mask_2d/BCIHM_055_053_seg.npy,2,0.0
274,ct_2d/BCIHM_055_054.npy,mask_2d/BCIHM_055_054_seg.npy,3,0.0
275,ct_2d/BCIHM_055_055.npy,mask_2d/BCIHM_055_055_seg.npy,4,0.0
276,ct_2d/BCIHM_056_000.npy,mask_2d/BCIHM_056_000_seg.npy,3,0.0
277,ct_2d/BCIHM_056_001.npy,mask_2d/BCIHM_056_001_seg.npy,2,0.0
278,ct_2d/BCIHM_056_002.npy,mask_2d/BCIHM_056_002_seg.npy,4,0.0
279,ct_2d/BCIHM_056_003.npy,mask_2d/BCIHM_056_003_seg.npy,2,0.0
280,ct_2d/BCIHM_056_004.npy,mask_2d/BCIHM_056_004_seg.npy,1,0.0
281,ct_2d/BCIHM_056_005.npy,mask_2d/BCIHM_056_005_seg.npy,0,0.0
282,ct_2d/BCIHM_056_006.npy,mask_2d/BCIHM_056_006_seg.npy,3,0.0
283,ct_2d/BCIHM_056_007.npy,mask_2d/BCIHM_056_007_seg.npy,1,0.0
