id,img,gt,fold,label
39,data2d/Instance_002_010.npy,label2d/Instance_002_010_seg.npy,2,629
40,data2d/Instance_002_011.npy,label2d/Instance_002_011_seg.npy,4,1624
41,data2d/Instance_002_012.npy,label2d/Instance_002_012_seg.npy,2,1624
42,data2d/Instance_002_013.npy,label2d/Instance_002_013_seg.npy,0,1184
43,data2d/Instance_002_014.npy,label2d/Instance_002_014_seg.npy,0,563
44,data2d/Instance_002_015.npy,label2d/Instance_002_015_seg.npy,3,0
45,data2d/Instance_002_016.npy,label2d/Instance_002_016_seg.npy,2,0
46,data2d/Instance_002_017.npy,label2d/Instance_002_017_seg.npy,0,0
47,data2d/Instance_002_018.npy,label2d/Instance_002_018_seg.npy,1,0
48,data2d/Instance_002_019.npy,label2d/Instance_002_019_seg.npy,4,0
49,data2d/Instance_002_020.npy,label2d/Instance_002_020_seg.npy,3,0
50,data2d/Instance_002_021.npy,label2d/Instance_002_021_seg.npy,1,0
51,data2d/Instance_002_022.npy,label2d/Instance_002_022_seg.npy,4,0
52,data2d/Instance_002_023.npy,label2d/Instance_002_023_seg.npy,0,0
53,data2d/Instance_002_024.npy,label2d/Instance_002_024_seg.npy,1,0
54,data2d/Instance_002_025.npy,label2d/Instance_002_025_seg.npy,3,0
55,data2d/Instance_002_026.npy,label2d/Instance_002_026_seg.npy,2,0
56,data2d/Instance_002_027.npy,label2d/Instance_002_027_seg.npy,2,0
57,data2d/Instance_003_000.npy,label2d/Instance_003_000_seg.npy,2,0
58,data2d/Instance_003_001.npy,label2d/Instance_003_001_seg.npy,4,0
59,data2d/Instance_003_002.npy,label2d/Instance_003_002_seg.npy,1,0
60,data2d/Instance_003_003.npy,label2d/Instance_003_003_seg.npy,0,0
61,data2d/Instance_003_004.npy,label2d/Instance_003_004_seg.npy,4,0
62,data2d/Instance_003_005.npy,label2d/Instance_003_005_seg.npy,2,0
63,data2d/Instance_003_006.npy,label2d/Instance_003_006_seg.npy,3,0
64,data2d/Instance_003_007.npy,label2d/Instance_003_007_seg.npy,0,0
65,data2d/Instance_003_008.npy,label2d/Instance_003_008_seg.npy,1,0
66,data2d/Instance_003_009.npy,label2d/Instance_003_009_seg.npy,3,0
67,data2d/Instance_003_010.npy,label2d/Instance_003_010_seg.npy,4,0
68,data2d/Instance_003_011.npy,label2d/Instance_003_011_seg.npy,4,0
69,data2d/Instance_003_012.npy,label2d/Instance_003_012_seg.npy,3,569
70,data2d/Instance_003_013.npy,label2d/Instance_003_013_seg.npy,0,624
71,data2d/Instance_003_014.npy,label2d/Instance_003_014_seg.npy,3,339
72,data2d/Instance_003_015.npy,label2d/Instance_003_015_seg.npy,4,401
73,data2d/Instance_003_016.npy,label2d/Instance_003_016_seg.npy,3,445
74,data2d/Instance_003_017.npy,label2d/Instance_003_017_seg.npy,2,0
75,data2d/Instance_003_018.npy,label2d/Instance_003_018_seg.npy,4,0
76,data2d/Instance_003_019.npy,label2d/Instance_003_019_seg.npy,0,0
77,data2d/Instance_003_020.npy,label2d/Instance_003_020_seg.npy,2,0
78,data2d/Instance_003_021.npy,label2d/Instance_003_021_seg.npy,0,0
79,data2d/Instance_003_022.npy,label2d/Instance_003_022_seg.npy,3,0
80,data2d/Instance_003_023.npy,label2d/Instance_003_023_seg.npy,0,0
81,data2d/Instance_003_024.npy,label2d/Instance_003_024_seg.npy,0,0
82,data2d/Instance_003_025.npy,label2d/Instance_003_025_seg.npy,3,0
83,data2d/Instance_003_026.npy,label2d/Instance_003_026_seg.npy,0,0
84,data2d/Instance_003_027.npy,label2d/Instance_003_027_seg.npy,2,0
85,data2d/Instance_003_028.npy,label2d/Instance_003_028_seg.npy,4,0
86,data2d/Instance_003_029.npy,label2d/Instance_003_029_seg.npy,2,0
87,data2d/Instance_003_030.npy,label2d/Instance_003_030_seg.npy,1,0
88,data2d/Instance_003_031.npy,label2d/Instance_003_031_seg.npy,0,0
89,data2d/Instance_003_032.npy,label2d/Instance_003_032_seg.npy,4,0
90,data2d/Instance_003_033.npy,label2d/Instance_003_033_seg.npy,1,0
91,data2d/Instance_004_000.npy,label2d/Instance_004_000_seg.npy,0,0
92,data2d/Instance_004_001.npy,label2d/Instance_004_001_seg.npy,4,0
93,data2d/Instance_004_002.npy,label2d/Instance_004_002_seg.npy,3,0
94,data2d/Instance_004_003.npy,label2d/Instance_004_003_seg.npy,4,393
95,data2d/Instance_004_004.npy,label2d/Instance_004_004_seg.npy,2,402
96,data2d/Instance_004_005.npy,label2d/Instance_004_005_seg.npy,0,808
97,data2d/Instance_004_006.npy,label2d/Instance_004_006_seg.npy,3,2664
98,data2d/Instance_004_007.npy,label2d/Instance_004_007_seg.npy,3,1614
99,data2d/Instance_004_008.npy,label2d/Instance_004_008_seg.npy,2,1568
100,data2d/Instance_004_009.npy,label2d/Instance_004_009_seg.npy,1,56
101,data2d/Instance_004_010.npy,label2d/Instance_004_010_seg.npy,4,0
102,data2d/Instance_004_011.npy,label2d/Instance_004_011_seg.npy,2,0
103,data2d/Instance_004_012.npy,label2d/Instance_004_012_seg.npy,2,0
104,data2d/Instance_004_013.npy,label2d/Instance_004_013_seg.npy,4,0
105,data2d/Instance_004_014.npy,label2d/Instance_004_014_seg.npy,0,0
106,data2d/Instance_004_015.npy,label2d/Instance_004_015_seg.npy,0,0
107,data2d/Instance_004_016.npy,label2d/Instance_004_016_seg.npy,1,292
108,data2d/Instance_004_017.npy,label2d/Instance_004_017_seg.npy,0,274
109,data2d/Instance_004_018.npy,label2d/Instance_004_018_seg.npy,0,208
110,data2d/Instance_004_019.npy,label2d/Instance_004_019_seg.npy,1,0
111,data2d/Instance_004_020.npy,label2d/Instance_004_020_seg.npy,1,0
112,data2d/Instance_004_021.npy,label2d/Instance_004_021_seg.npy,0,0
113,data2d/Instance_004_022.npy,label2d/Instance_004_022_seg.npy,1,0
114,data2d/Instance_004_023.npy,label2d/Instance_004_023_seg.npy,4,0
115,data2d/Instance_004_024.npy,label2d/Instance_004_024_seg.npy,2,0
116,data2d/Instance_004_025.npy,label2d/Instance_004_025_seg.npy,0,0
117,data2d/Instance_004_026.npy,label2d/Instance_004_026_seg.npy,4,0
118,data2d/Instance_004_027.npy,label2d/Instance_004_027_seg.npy,1,0
119,data2d/Instance_004_028.npy,label2d/Instance_004_028_seg.npy,2,0
120,data2d/Instance_005_000.npy,label2d/Instance_005_000_seg.npy,2,0
121,data2d/Instance_005_001.npy,label2d/Instance_005_001_seg.npy,0,0
122,data2d/Instance_005_002.npy,label2d/Instance_005_002_seg.npy,3,0
123,data2d/Instance_005_003.npy,label2d/Instance_005_003_seg.npy,0,0
124,data2d/Instance_005_004.npy,label2d/Instance_005_004_seg.npy,2,0
125,data2d/Instance_005_005.npy,label2d/Instance_005_005_seg.npy,1,473
126,data2d/Instance_005_006.npy,label2d/Instance_005_006_seg.npy,2,473
127,data2d/Instance_005_007.npy,label2d/Instance_005_007_seg.npy,4,473
128,data2d/Instance_005_008.npy,label2d/Instance_005_008_seg.npy,0,0
129,data2d/Instance_005_009.npy,label2d/Instance_005_009_seg.npy,4,0
130,data2d/Instance_005_010.npy,label2d/Instance_005_010_seg.npy,2,0
131,data2d/Instance_005_011.npy,label2d/Instance_005_011_seg.npy,2,0
132,data2d/Instance_005_012.npy,label2d/Instance_005_012_seg.npy,4,0
133,data2d/Instance_005_013.npy,label2d/Instance_005_013_seg.npy,1,0
134,data2d/Instance_005_014.npy,label2d/Instance_005_014_seg.npy,2,0
135,data2d/Instance_005_015.npy,label2d/Instance_005_015_seg.npy,4,0
136,data2d/Instance_005_016.npy,label2d/Instance_005_016_seg.npy,3,0
137,data2d/Instance_005_017.npy,label2d/Instance_005_017_seg.npy,1,0
138,data2d/Instance_005_018.npy,label2d/Instance_005_018_seg.npy,3,0
139,data2d/Instance_005_019.npy,label2d/Instance_005_019_seg.npy,1,0
140,data2d/Instance_005_020.npy,label2d/Instance_005_020_seg.npy,2,0
141,data2d/Instance_005_021.npy,label2d/Instance_005_021_seg.npy,3,0
142,data2d/Instance_005_022.npy,label2d/Instance_005_022_seg.npy,3,0
143,data2d/Instance_005_023.npy,label2d/Instance_005_023_seg.npy,2,0
144,data2d/Instance_005_024.npy,label2d/Instance_005_024_seg.npy,2,0
145,data2d/Instance_005_025.npy,label2d/Instance_005_025_seg.npy,1,0
146,data2d/Instance_005_026.npy,label2d/Instance_005_026_seg.npy,1,0
147,data2d/Instance_005_027.npy,label2d/Instance_005_027_seg.npy,2,0
148,data2d/Instance_006_000.npy,label2d/Instance_006_000_seg.npy,4,0
149,data2d/Instance_006_001.npy,label2d/Instance_006_001_seg.npy,0,0
150,data2d/Instance_006_002.npy,label2d/Instance_006_002_seg.npy,2,0
151,data2d/Instance_006_003.npy,label2d/Instance_006_003_seg.npy,4,0
152,data2d/Instance_006_004.npy,label2d/Instance_006_004_seg.npy,3,0
153,data2d/Instance_006_005.npy,label2d/Instance_006_005_seg.npy,4,0
154,data2d/Instance_006_006.npy,label2d/Instance_006_006_seg.npy,3,0
155,data2d/Instance_006_007.npy,label2d/Instance_006_007_seg.npy,0,0
156,data2d/Instance_006_008.npy,label2d/Instance_006_008_seg.npy,0,0
157,data2d/Instance_006_009.npy,label2d/Instance_006_009_seg.npy,2,0
158,data2d/Instance_006_010.npy,label2d/Instance_006_010_seg.npy,4,134
159,data2d/Instance_006_011.npy,label2d/Instance_006_011_seg.npy,1,349
160,data2d/Instance_006_012.npy,label2d/Instance_006_012_seg.npy,2,1425
161,data2d/Instance_006_013.npy,label2d/Instance_006_013_seg.npy,3,2035
162,data2d/Instance_006_014.npy,label2d/Instance_006_014_seg.npy,4,3932
163,data2d/Instance_006_015.npy,label2d/Instance_006_015_seg.npy,1,3471
164,data2d/Instance_006_016.npy,label2d/Instance_006_016_seg.npy,2,3223
165,data2d/Instance_006_017.npy,label2d/Instance_006_017_seg.npy,2,2061
166,data2d/Instance_006_018.npy,label2d/Instance_006_018_seg.npy,4,1386
167,data2d/Instance_006_019.npy,label2d/Instance_006_019_seg.npy,0,0
168,data2d/Instance_006_020.npy,label2d/Instance_006_020_seg.npy,2,0
169,data2d/Instance_006_021.npy,label2d/Instance_006_021_seg.npy,0,0
170,data2d/Instance_006_022.npy,label2d/Instance_006_022_seg.npy,3,0
171,data2d/Instance_006_023.npy,label2d/Instance_006_023_seg.npy,0,0
172,data2d/Instance_006_024.npy,label2d/Instance_006_024_seg.npy,3,0
173,data2d/Instance_006_025.npy,label2d/Instance_006_025_seg.npy,4,0
174,data2d/Instance_006_026.npy,label2d/Instance_006_026_seg.npy,2,0
175,data2d/Instance_006_027.npy,label2d/Instance_006_027_seg.npy,3,0
176,data2d/Instance_006_028.npy,label2d/Instance_006_028_seg.npy,1,0
177,data2d/Instance_006_029.npy,label2d/Instance_006_029_seg.npy,0,0
178,data2d/Instance_006_030.npy,label2d/Instance_006_030_seg.npy,1,0
179,data2d/Instance_007_000.npy,label2d/Instance_007_000_seg.npy,2,0
180,data2d/Instance_007_001.npy,label2d/Instance_007_001_seg.npy,4,0
181,data2d/Instance_007_002.npy,label2d/Instance_007_002_seg.npy,1,0
182,data2d/Instance_007_003.npy,label2d/Instance_007_003_seg.npy,1,0
183,data2d/Instance_007_004.npy,label2d/Instance_007_004_seg.npy,2,0
184,data2d/Instance_007_005.npy,label2d/Instance_007_005_seg.npy,1,0
185,data2d/Instance_007_006.npy,label2d/Instance_007_006_seg.npy,0,0
186,data2d/Instance_007_007.npy,label2d/Instance_007_007_seg.npy,3,0
187,data2d/Instance_007_008.npy,label2d/Instance_007_008_seg.npy,2,97
188,data2d/Instance_007_009.npy,label2d/Instance_007_009_seg.npy,0,89
189,data2d/Instance_007_010.npy,label2d/Instance_007_010_seg.npy,3,114
190,data2d/Instance_007_011.npy,label2d/Instance_007_011_seg.npy,1,486
191,data2d/Instance_007_012.npy,label2d/Instance_007_012_seg.npy,4,743
192,data2d/Instance_007_013.npy,label2d/Instance_007_013_seg.npy,4,874
193,data2d/Instance_007_014.npy,label2d/Instance_007_014_seg.npy,4,565
194,data2d/Instance_007_015.npy,label2d/Instance_007_015_seg.npy,0,0
195,data2d/Instance_007_016.npy,label2d/Instance_007_016_seg.npy,0,0
196,data2d/Instance_007_017.npy,label2d/Instance_007_017_seg.npy,0,0
197,data2d/Instance_007_018.npy,label2d/Instance_007_018_seg.npy,2,0
198,data2d/Instance_007_019.npy,label2d/Instance_007_019_seg.npy,2,142
199,data2d/Instance_007_020.npy,label2d/Instance_007_020_seg.npy,1,0
200,data2d/Instance_007_021.npy,label2d/Instance_007_021_seg.npy,2,136
201,data2d/Instance_007_022.npy,label2d/Instance_007_022_seg.npy,4,0
202,data2d/Instance_007_023.npy,label2d/Instance_007_023_seg.npy,1,854
203,data2d/Instance_007_024.npy,label2d/Instance_007_024_seg.npy,4,1525
204,data2d/Instance_007_025.npy,label2d/Instance_007_025_seg.npy,0,1362
205,data2d/Instance_007_026.npy,label2d/Instance_007_026_seg.npy,2,929
206,data2d/Instance_007_027.npy,label2d/Instance_007_027_seg.npy,0,194
207,data2d/Instance_007_028.npy,label2d/Instance_007_028_seg.npy,0,145
208,data2d/Instance_007_029.npy,label2d/Instance_007_029_seg.npy,1,0
209,data2d/Instance_007_030.npy,label2d/Instance_007_030_seg.npy,1,0
210,data2d/Instance_007_031.npy,label2d/Instance_007_031_seg.npy,2,0
211,data2d/Instance_007_032.npy,label2d/Instance_007_032_seg.npy,0,0
212,data2d/Instance_007_033.npy,label2d/Instance_007_033_seg.npy,1,0
213,data2d/Instance_008_000.npy,label2d/Instance_008_000_seg.npy,1,0
214,data2d/Instance_008_001.npy,label2d/Instance_008_001_seg.npy,4,0
215,data2d/Instance_008_002.npy,label2d/Instance_008_002_seg.npy,2,0
216,data2d/Instance_008_003.npy,label2d/Instance_008_003_seg.npy,2,0
217,data2d/Instance_008_004.npy,label2d/Instance_008_004_seg.npy,4,0
218,data2d/Instance_008_005.npy,label2d/Instance_008_005_seg.npy,2,0
219,data2d/Instance_008_006.npy,label2d/Instance_008_006_seg.npy,0,0
220,data2d/Instance_008_007.npy,label2d/Instance_008_007_seg.npy,1,0
221,data2d/Instance_008_008.npy,label2d/Instance_008_008_seg.npy,0,0
222,data2d/Instance_008_009.npy,label2d/Instance_008_009_seg.npy,4,0
223,data2d/Instance_008_010.npy,label2d/Instance_008_010_seg.npy,2,0
224,data2d/Instance_008_011.npy,label2d/Instance_008_011_seg.npy,4,0
225,data2d/Instance_008_012.npy,label2d/Instance_008_012_seg.npy,1,182
226,data2d/Instance_008_013.npy,label2d/Instance_008_013_seg.npy,3,572
227,data2d/Instance_008_014.npy,label2d/Instance_008_014_seg.npy,2,476
228,data2d/Instance_008_015.npy,label2d/Instance_008_015_seg.npy,2,95
229,data2d/Instance_008_016.npy,label2d/Instance_008_016_seg.npy,3,0
230,data2d/Instance_008_017.npy,label2d/Instance_008_017_seg.npy,1,0
231,data2d/Instance_008_018.npy,label2d/Instance_008_018_seg.npy,1,0
232,data2d/Instance_008_019.npy,label2d/Instance_008_019_seg.npy,1,0
233,data2d/Instance_008_020.npy,label2d/Instance_008_020_seg.npy,4,0
234,data2d/Instance_008_021.npy,label2d/Instance_008_021_seg.npy,3,0
235,data2d/Instance_008_022.npy,label2d/Instance_008_022_seg.npy,2,0
236,data2d/Instance_008_023.npy,label2d/Instance_008_023_seg.npy,1,0
237,data2d/Instance_008_024.npy,label2d/Instance_008_024_seg.npy,4,0
238,data2d/Instance_008_025.npy,label2d/Instance_008_025_seg.npy,0,0
239,data2d/Instance_008_026.npy,label2d/Instance_008_026_seg.npy,0,0
240,data2d/Instance_008_027.npy,label2d/Instance_008_027_seg.npy,2,0
241,data2d/Instance_008_028.npy,label2d/Instance_008_028_seg.npy,0,0
242,data2d/Instance_008_029.npy,label2d/Instance_008_029_seg.npy,1,0
243,data2d/Instance_008_030.npy,label2d/Instance_008_030_seg.npy,1,0
244,data2d/Instance_009_000.npy,label2d/Instance_009_000_seg.npy,0,0
245,data2d/Instance_009_001.npy,label2d/Instance_009_001_seg.npy,0,0
246,data2d/Instance_009_002.npy,label2d/Instance_009_002_seg.npy,4,0
247,data2d/Instance_009_003.npy,label2d/Instance_009_003_seg.npy,1,0
248,data2d/Instance_009_004.npy,label2d/Instance_009_004_seg.npy,3,0
249,data2d/Instance_009_005.npy,label2d/Instance_009_005_seg.npy,4,0
250,data2d/Instance_009_006.npy,label2d/Instance_009_006_seg.npy,1,0
251,data2d/Instance_009_007.npy,label2d/Instance_009_007_seg.npy,1,0
252,data2d/Instance_009_008.npy,label2d/Instance_009_008_seg.npy,2,0
253,data2d/Instance_009_009.npy,label2d/Instance_009_009_seg.npy,1,0
254,data2d/Instance_009_010.npy,label2d/Instance_009_010_seg.npy,0,0
255,data2d/Instance_009_011.npy,label2d/Instance_009_011_seg.npy,0,0
256,data2d/Instance_009_012.npy,label2d/Instance_009_012_seg.npy,2,0
257,data2d/Instance_009_013.npy,label2d/Instance_009_013_seg.npy,1,0
258,data2d/Instance_009_014.npy,label2d/Instance_009_014_seg.npy,0,0
259,data2d/Instance_009_015.npy,label2d/Instance_009_015_seg.npy,1,0
260,data2d/Instance_009_016.npy,label2d/Instance_009_016_seg.npy,4,763
261,data2d/Instance_009_017.npy,label2d/Instance_009_017_seg.npy,0,1213
262,data2d/Instance_009_018.npy,label2d/Instance_009_018_seg.npy,2,1370
263,data2d/Instance_009_019.npy,label2d/Instance_009_019_seg.npy,2,1751
264,data2d/Instance_009_020.npy,label2d/Instance_009_020_seg.npy,4,1712
265,data2d/Instance_009_021.npy,label2d/Instance_009_021_seg.npy,1,690
266,data2d/Instance_009_022.npy,label2d/Instance_009_022_seg.npy,2,0
267,data2d/Instance_009_023.npy,label2d/Instance_009_023_seg.npy,2,0
268,data2d/Instance_009_024.npy,label2d/Instance_009_024_seg.npy,2,0
269,data2d/Instance_009_025.npy,label2d/Instance_009_025_seg.npy,3,0
270,data2d/Instance_009_026.npy,label2d/Instance_009_026_seg.npy,3,0
271,data2d/Instance_009_027.npy,label2d/Instance_009_027_seg.npy,2,0
272,data2d/Instance_009_028.npy,label2d/Instance_009_028_seg.npy,3,0
273,data2d/Instance_009_029.npy,label2d/Instance_009_029_seg.npy,3,0
274,data2d/Instance_009_030.npy,label2d/Instance_009_030_seg.npy,2,0
275,data2d/Instance_009_031.npy,label2d/Instance_009_031_seg.npy,0,0
276,data2d/Instance_009_032.npy,label2d/Instance_009_032_seg.npy,1,0
277,data2d/Instance_009_033.npy,label2d/Instance_009_033_seg.npy,3,0
278,data2d/Instance_009_034.npy,label2d/Instance_009_034_seg.npy,4,0
279,data2d/Instance_009_035.npy,label2d/Instance_009_035_seg.npy,0,0
280,data2d/Instance_010_000.npy,label2d/Instance_010_000_seg.npy,1,0
281,data2d/Instance_010_001.npy,label2d/Instance_010_001_seg.npy,0,0
282,data2d/Instance_010_002.npy,label2d/Instance_010_002_seg.npy,2,0
283,data2d/Instance_010_003.npy,label2d/Instance_010_003_seg.npy,2,0
284,data2d/Instance_010_004.npy,label2d/Instance_010_004_seg.npy,1,0
285,data2d/Instance_010_005.npy,label2d/Instance_010_005_seg.npy,1,0
286,data2d/Instance_010_006.npy,label2d/Instance_010_006_seg.npy,1,0
287,data2d/Instance_010_007.npy,label2d/Instance_010_007_seg.npy,3,0
288,data2d/Instance_010_008.npy,label2d/Instance_010_008_seg.npy,2,0
289,data2d/Instance_010_009.npy,label2d/Instance_010_009_seg.npy,3,0
290,data2d/Instance_010_010.npy,label2d/Instance_010_010_seg.npy,3,0
291,data2d/Instance_010_011.npy,label2d/Instance_010_011_seg.npy,0,1086
292,data2d/Instance_010_012.npy,label2d/Instance_010_012_seg.npy,4,155
293,data2d/Instance_010_013.npy,label2d/Instance_010_013_seg.npy,1,231
294,data2d/Instance_010_014.npy,label2d/Instance_010_014_seg.npy,2,0
295,data2d/Instance_010_015.npy,label2d/Instance_010_015_seg.npy,4,0
296,data2d/Instance_010_016.npy,label2d/Instance_010_016_seg.npy,3,0
297,data2d/Instance_010_017.npy,label2d/Instance_010_017_seg.npy,1,0
298,data2d/Instance_010_018.npy,label2d/Instance_010_018_seg.npy,3,0
299,data2d/Instance_010_019.npy,label2d/Instance_010_019_seg.npy,1,0
300,data2d/Instance_010_020.npy,label2d/Instance_010_020_seg.npy,3,0
301,data2d/Instance_010_021.npy,label2d/Instance_010_021_seg.npy,2,0
302,data2d/Instance_010_022.npy,label2d/Instance_010_022_seg.npy,2,704
303,data2d/Instance_010_023.npy,label2d/Instance_010_023_seg.npy,4,0
304,data2d/Instance_010_024.npy,label2d/Instance_010_024_seg.npy,1,0
305,data2d/Instance_010_025.npy,label2d/Instance_010_025_seg.npy,0,0
306,data2d/Instance_010_026.npy,label2d/Instance_010_026_seg.npy,4,0
307,data2d/Instance_010_027.npy,label2d/Instance_010_027_seg.npy,2,0
308,data2d/Instance_010_028.npy,label2d/Instance_010_028_seg.npy,0,0
309,data2d/Instance_010_029.npy,label2d/Instance_010_029_seg.npy,1,0
310,data2d/Instance_010_030.npy,label2d/Instance_010_030_seg.npy,0,0
311,data2d/Instance_010_031.npy,label2d/Instance_010_031_seg.npy,1,0
312,data2d/Instance_010_032.npy,label2d/Instance_010_032_seg.npy,1,0
313,data2d/Instance_011_000.npy,label2d/Instance_011_000_seg.npy,2,0
314,data2d/Instance_011_001.npy,label2d/Instance_011_001_seg.npy,2,0
315,data2d/Instance_011_002.npy,label2d/Instance_011_002_seg.npy,3,0
316,data2d/Instance_011_003.npy,label2d/Instance_011_003_seg.npy,4,0
317,data2d/Instance_011_004.npy,label2d/Instance_011_004_seg.npy,1,0
318,data2d/Instance_011_005.npy,label2d/Instance_011_005_seg.npy,3,0
319,data2d/Instance_011_006.npy,label2d/Instance_011_006_seg.npy,0,0
320,data2d/Instance_011_007.npy,label2d/Instance_011_007_seg.npy,0,0
321,data2d/Instance_011_008.npy,label2d/Instance_011_008_seg.npy,2,0
322,data2d/Instance_011_009.npy,label2d/Instance_011_009_seg.npy,0,0
323,data2d/Instance_011_010.npy,label2d/Instance_011_010_seg.npy,2,0
324,data2d/Instance_011_011.npy,label2d/Instance_011_011_seg.npy,2,0
325,data2d/Instance_011_012.npy,label2d/Instance_011_012_seg.npy,4,933
326,data2d/Instance_011_013.npy,label2d/Instance_011_013_seg.npy,4,2589
327,data2d/Instance_011_014.npy,label2d/Instance_011_014_seg.npy,4,2964
328,data2d/Instance_011_015.npy,label2d/Instance_011_015_seg.npy,3,3048
329,data2d/Instance_011_016.npy,label2d/Instance_011_016_seg.npy,3,2659
330,data2d/Instance_011_017.npy,label2d/Instance_011_017_seg.npy,2,1991
331,data2d/Instance_011_018.npy,label2d/Instance_011_018_seg.npy,1,1153
332,data2d/Instance_011_019.npy,label2d/Instance_011_019_seg.npy,1,0
333,data2d/Instance_011_020.npy,label2d/Instance_011_020_seg.npy,2,0
334,data2d/Instance_011_021.npy,label2d/Instance_011_021_seg.npy,3,0
335,data2d/Instance_011_022.npy,label2d/Instance_011_022_seg.npy,4,0
336,data2d/Instance_011_023.npy,label2d/Instance_011_023_seg.npy,1,0
337,data2d/Instance_011_024.npy,label2d/Instance_011_024_seg.npy,2,0
338,data2d/Instance_011_025.npy,label2d/Instance_011_025_seg.npy,3,0
339,data2d/Instance_011_026.npy,label2d/Instance_011_026_seg.npy,3,0
340,data2d/Instance_011_027.npy,label2d/Instance_011_027_seg.npy,4,0
341,data2d/Instance_012_000.npy,label2d/Instance_012_000_seg.npy,1,0
342,data2d/Instance_012_001.npy,label2d/Instance_012_001_seg.npy,0,0
343,data2d/Instance_012_002.npy,label2d/Instance_012_002_seg.npy,4,0
344,data2d/Instance_012_003.npy,label2d/Instance_012_003_seg.npy,4,0
345,data2d/Instance_012_004.npy,label2d/Instance_012_004_seg.npy,3,0
346,data2d/Instance_012_005.npy,label2d/Instance_012_005_seg.npy,4,0
347,data2d/Instance_012_006.npy,label2d/Instance_012_006_seg.npy,4,0
348,data2d/Instance_012_007.npy,label2d/Instance_012_007_seg.npy,0,0
349,data2d/Instance_012_008.npy,label2d/Instance_012_008_seg.npy,0,0
350,data2d/Instance_012_009.npy,label2d/Instance_012_009_seg.npy,2,0
351,data2d/Instance_012_010.npy,label2d/Instance_012_010_seg.npy,2,22
352,data2d/Instance_012_011.npy,label2d/Instance_012_011_seg.npy,0,454
353,data2d/Instance_012_012.npy,label2d/Instance_012_012_seg.npy,4,670
354,data2d/Instance_012_013.npy,label2d/Instance_012_013_seg.npy,3,0
355,data2d/Instance_012_014.npy,label2d/Instance_012_014_seg.npy,3,0
356,data2d/Instance_012_015.npy,label2d/Instance_012_015_seg.npy,1,0
